"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";31.7588063719991;28.8163038649489;28.4359419033167;-1.3199540212194
"Psychiatrische Universitätsklinik Zürich - Forensik";777;772.111111111111;496.259259259259;-35.7269631121984
"Integrierte Psychiatrie Winterthur - ZU";26.8079220370953;26.1223671013039;26.1104921077066;-0.0454591023518969
"Clienia Privatklinik Schlössli";30.4045419553503;29.482633279483;31.3751993620415;6.419257278065
"Sanatorium Kilchberg";27.0088691796009;25.6217728055077;27.8649247121346;8.75486611974285
"Psychiatriestützpunkt Spital Affoltern";42.1435643564356;27.1048387096774;26.3930817610063;-2.62594054255341
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";32.5534369114878;29.810368132305;30.2216145432137;1.37954153764044
"Psychiatrische Universitätsklinik Zürich - KJPP";61.841935483871;60.1058020477816;51.7994100294985;-13.8196176330528
"Modellstation SOMOSA";155.777777777778;192.958333333333;156.147058823529;-19.0773178198077
"Kispi Zürich - Psychosomatik und Psychiatrie";80.7857142857143;84.1864406779661;69.3214285714286;-17.6572521499037
"KSW - Sozialpädiatrisches Zentrum";98.75;68.4761904761905;54.5333333333333;-20.3616133518776
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";74.1184834123223;72.1586901763224;61.8453159041394;-14.292629546049
"Forel Klinik";66.8816029143898;54.7852112676056;50.4251592356688;-7.95844705360282
"Suchtfachklinik Zürich";22.5329341317365;26.1952662721894;24.8785714285714;-5.02646100229114
"USZ - Zentrum für Essstörungen";74.2884615384615;60.4;70.9818181818182;17.519566526189
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";57.7395833333333;49.1455457967378;47.453219927096;-3.44349796549437
"Privatklinik Hohenegg";48.25;46.1295546558704;44.27;-4.03115674916622
"Total Kanton Zürich";35.65248718304;32.6343498072205;32.6410864264427;0.0206427254167085
"Clienia Privatklinik Littenheid";39.6092592592593;34.64353041988;;-12.5367879436382
"Spitäler Schaffhausen";31.420814479638;28.0344387755102;;-10.7774918002915
"Klinik Meissenberg";44.0794473229706;43.2875457875458;;-1.79653236035964
"Klinik Sonnenhof";58.9529914529915;60.5291479820628;;2.67358193405358
