"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";29.4745408044641;30.8067910090866;29.8439653256279;-3.12536830978163
"Psychiatrische Universitätsklinik Zürich - Forensik";563.404255319149;669.777777777778;518.377358490566;-22.6045748769891
"Integrierte Psychiatrie Winterthur - ZU";22.8929511553086;25.6772056609455;24.7260820045558;-3.70415561938007
"Clienia Privatklinik Schlössli";32.0057493292449;30.5787559112404;29.9409267775027;-2.08585704267759
"Sanatorium Kilchberg";31.390609874153;32.459649122807;30.6161182641869;-5.67945405585043
"Zentrum für Psychiatrie und Psychotherapie Affoltern";23.6848341232227;25.5465994962217;27.2777777777778;6.77655075702799
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";30.3072139303483;32.2283824224287;30.5054616190334;-5.34597356085835
"Psychiatrische Universitätsklinik Zürich - KJPP";53.528;54.0923076923077;53.03125;-1.96156854379977
"Modellstation SOMOSA";156.48;150.305555555556;137.161290322581;-8.74502953958781
"Kispi Zürich - Psychosomatik und Psychiatrie";69.9038461538462;88.9807692307692;76.0204081632653;-14.5653506702011
"KSW - Sozialpädiatrisches Zentrum";72.56;78.75;65.4186046511628;-16.9287559985234
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";61.706498951782;65.8873517786561;61.4477317554241;-6.73819770165699
"Forel Klinik";56.1739864864865;59.1460101867572;52.9490254872564;-10.4774348767288
"Suchtfachklinik Zürich";53.0397350993377;54.0869565217391;56.4105263157895;4.29598916906413
"USZ - Zentrum für Essstörungen";82.6590909090909;90.6222222222222;78.1129032258064;-13.8038095840782
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";57.0533672172808;59.739608801956;55.3623503808487;-7.32722980429682
"Privatklinik Hohenegg";48.2956878850103;48.6088709677419;48.3908523908524;-0.448516027114132
"Total Kanton Zürich";33.3716729387615;35.5112274417964;33.5915668172592;-5.40578505117443
"Clienia Privatklinik Littenheid";40.5502121640735;41.3128571428571;;1.88074226516446
"Spitäler Schaffhausen";25.1049798115747;26.1964285714286;;4.34753888688912
"Klinik Meissenberg";50.4718162839248;49.0019723865878;;-2.91220725853928
"Klinik Sonnenhof";57.551724137931;40.8032786885246;;-29.1015529078962
