"Spitalname";"2018";"2019";"2020";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";28.8163038649489;28.4359419033167;29.4745408044641;3.65241603277513
"Psychiatrische Universitätsklinik Zürich - Forensik";772.111111111111;496.259259259259;563.404255319149;13.5302253423167
"Integrierte Psychiatrie Winterthur - ZU";26.1223671013039;26.1104921077066;22.8929511553086;-12.3227893948745
"Clienia Privatklinik Schlössli";29.482633279483;31.4198564593301;32.0057493292449;1.86472166310867
"Sanatorium Kilchberg";25.6217728055077;27.8649247121346;31.390609874153;12.65277117538
"Zentrum für Psychiatrie und Psychotherapie Affoltern";27.1048387096774;26.3930817610063;23.6848341232227;-10.2612027739207
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";29.810368132305;30.2302418733631;30.3072139303483;0.25461938845075
"Psychiatrische Universitätsklinik Zürich - KJPP";60.1058020477816;51.7994100294985;53.528;3.33708428246013
"Modellstation SOMOSA";192.958333333333;156.147058823529;156.48;0.213222829158011
"Kispi Zürich - Psychosomatik und Psychiatrie";84.1864406779661;69.3214285714286;69.9038461538462;0.840169619149544
"KSW - Sozialpädiatrisches Zentrum";68.4761904761905;54.5333333333333;72.56;33.0562347188264
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";72.1586901763224;61.8453159041394;61.706498951782;-0.224458312368592
"Forel Klinik";54.7852112676056;50.4251592356688;56.1739864864865;11.4007121404412
"Suchtfachklinik Zürich";26.1952662721894;24.8785714285714;53.0397350993377;113.194456328087
"USZ - Zentrum für Essstörungen";60.4;70.9818181818182;82.6590909090909;16.4510758196721
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";49.1455457967378;47.453219927096;57.0533672172808;20.2307605362373
"Privatklinik Hohenegg";46.1295546558704;44.27;48.2956878850103;9.09348968829966
"Total Kanton Zürich";32.6343498072205;32.6486724464915;33.3716729387615;2.21448664859198
"Clienia Privatklinik Littenheid";34.64353041988;37.8871415356152;;9.3628191942984
"Spitäler Schaffhausen";28.0344387755102;26.9265463917526;;-3.9518978518858
"Klinik Meissenberg";43.2875457875458;48.3339768339768;;11.6579282900417
"Klinik Sonnenhof";60.5291479820628;60.8571428571429;;0.541879220201924
