"Spitalname";"2018";"2019";"2020";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";0.927215387173199;0.932124180505599;1.00056024292133;7.3419469043932
"Integrierte Psychiatrie Winterthur - ZU";0.995890410958904;0.995754017671826;0.923887587822014;-7.21728745999367
"Clienia Privatklinik Schlössli";0.98502533308313;0.965750915750916;0.966096965469131;0.0358321915694626
"Sanatorium Kilchberg";0.948630136986301;0.944252531268612;0.959283677833215;1.59185663441195
"Zentrum für Psychiatrie und Psychotherapie Affoltern";0.865753424657534;0.943123287671233;0.982291034203603;4.15298265289186
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";0.953253789040358;0.95272573858907;0.971455113588379;1.9658726788516
"Modellstation SOMOSA";0.993231265108783;0.668815471394037;0.81468981035037;21.8108499572059
"Kispi Zürich - Psychosomatik und Psychiatrie";0.998946259220232;0.810958904109589;0.816859852476291;0.72765072765073
"KSW - Sozialpädiatrisches Zentrum";0.680365296803653;0.717351598173516;0.831963470319635;15.9770846594526
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";0.943150684931507;0.728234398782344;0.81834764764004;12.374209321665
"Forel Klinik";0.935141733351417;0.854007866540079;0.921657739544446;7.92145782900617
"Suchtfachklinik Zürich";0.982876712328767;0.808519611978068;0.940327868852459;16.3024192513918
"USZ - Zentrum für Essstörungen";0.855936073059361;0.89634703196347;0.834244080145719;-6.92844954054378
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";0.932120547945205;0.853349859742971;0.91743882157282;7.51027976370124
"Privatklinik Hohenegg";0.914324853228963;0.8546771037182;0.92111631537861;7.77360378222054
"Total Kanton Zürich";0.949190604681341;0.933564228127114;0.959754519833734;2.80540866043701
"Clienia Privatklinik Littenheid";0.892186489505556;0.96713494607986;;8.40053704644643
"Spitäler Schaffhausen";0.935130357931949;0.945779938135219;;1.13883375862396
"Klinik Meissenberg";0.922695298037764;0.932913735653462;;1.10745526041249
"Klinik Sonnenhof";0.891849315068493;0.930616438356164;;4.34682436064817
