"Wohnregion";"0 bis 19";"20 bis 39";"40 bis 64";"65 bis 79";"80 u. mehr";"Frauen";"Männer";"Total"
"Zürich";4.23672587341004;10.422861269221;11.2508445990184;7.75383211976087;10.1861252115059;9.1765399760612;9.35766093263528;9.2669793295119
"Winterthur-Unterland";5.3976579653574;13.2860871676581;10.7465457531508;6.5454667202357;9.58641468090934;9.80588854892913;9.7373451915884;9.7715185969358
"Oberland";5.34055848772924;15.0956575730529;12.5944362070183;7.66283524904215;10.1720939159363;11.421480487249;10.4421454801257;10.9365062624442
"Horgen";5.3011797723611;16.6919924483124;11.6003323011857;6.81709456227077;10.334849111203;10.6523774169599;10.8734323579116;10.7610960132545
"Total";4.97362963930572;12.715795395004;11.4191375013464;7.22701613116558;10.0308742493128;10.0017472544979;9.86962112763882;9.93591355097715
