"Psychiatrieregion";"Anzahl Betten";"Einwohner";"Betten pro 1000 Einwohner"
"Zürich";506.676712328767;578186;0.876321308936514
"Winterthur-Unterland";231;483696;0.477572690284807
"Oberland";235;316093;0.743452085304009
"Horgen";213.504109589041;184370;1.15801979491805
"Total";1186.18082191781;1562345;0.759231041746739
