"Wohnregion";"0 bis 19";"20 bis 39";"40 bis 64";"65 bis 79";"80 u. mehr";"Total"
"Zürich";119.643536505228;81.0909555908734;101.877117944943;280.490958642503;491.681330987042;136.710216010533
"Winterthur";107.206861239119;91.7812803799385;101.445770865681;244.507490571913;428.19866834623;134.003768458876
"Unterland";100.111726037363;89.1062368578429;101.523829462697;236.720299757549;411.472326706072;126.486728876172
"Limmattal";104.51592203417;103.537426132633;111.43266020035;270.722194826736;477.909147479776;144.071718078375
"Linkes Seeufer";97.0096951290737;103.503503503503;105.952224701404;267.782074995796;442.496347317888;145.532440098264
"Rechtes Seeufer";91.757562127516;100.050304622436;96.5054173660919;265.060240963855;454.380225372592;143.809238290709
"Oberes Glattal";93.5047147447716;91.1089905820852;103.851963746224;263.639737721143;452.302444570779;135.845881693058
"Oberland";100.772200772201;108.878432582536;122.184794409955;276.695526695527;466.59793814433;152.035466384937
"Total";105.894191590096;90.5794133973992;104.421593927108;264.120161113459;460.938637717614;137.71164653093
