"Region";"Anzahl Betten";"Einwohner";"Betten pro 1000 Einwohner"
"Zürich";2432.22404371585;486749;4.99687527599614
"Winterthur";434.997267759563;230289;1.88891900073196
"Unterland";174.295081967213;189960;0.917535702080507
"Limmattal";230.355191256831;181999;1.26569481841565
"Linkes Seeufer";209.573770491803;84909;2.46821621373239
"Rechtes Seeufer";125.418032786885;87552;1.43249763325664
"Oberes Glattal";164.549180327869;188006;0.875233664499371
"Oberland";148.592896174863;101878;1.45853762514835
"Total";3920.00546448087;1551342;2.52684802221617
