"Wohnregion";"0 bis 19";"20 bis 39";"40 bis 64";"65 bis 79";"80 u. mehr";"Total"
"Zürich";114.004135389041;80.3131840170694;98.0746722484038;265.226206567544;449.125789218067;130.010929588073
"Winterthur";103.103662321539;94.8290834451725;98.8510570028754;237.194537217685;391.858348502399;131.510533011663
"Unterland";98.0498235309272;92.9188121878509;100.653478813685;240.174672489083;405.645060572;127.827743095969
"Limmattal";98.9373396848662;104.281543950697;116.604855548976;263.243576205561;460.260699042565;144.070342153409
"Linkes Seeufer";91.039467645709;96.1252601327916;102.006526866781;234.054905863814;430.527987296546;136.297835578697
"Rechtes Seeufer";83.1344691714302;94.7184881039429;103.450339647485;242.661296568817;425.789923142613;139.405098828156
"Oberes Glattal";91.792656587473;91.3093102886026;99.5706127989848;261.995153473344;431.370483514168;133.593009790504
"Oberland";102.715297921917;111.609733451971;117.914577682803;263.73092926491;421.589378487589;148.966950172822
"Total";101.800699357147;90.9346936365247;102.7773684986;253.482201497439;430.331549719808;134.1790705638
