"Wohnregion";"0 bis 19";"20 bis 39";"40 bis 64";"65 bis 79";"80 u. mehr";"Total"
"Zürich";123.344930897845;87.4696634286753;107.513648682264;283.122759946339;477.313114559886;142.066707069418
"Winterthur";109.78821816313;97.6645775562217;104.037664397933;241.958140188229;387.5494443398;134.118863323083
"Unterland";106.678254257082;98.4108065156933;102.96998667816;236.700875623764;410.17251635931;129.870565354436
"Limmattal";109.619073718827;109.879538229881;126.493600026189;285.140378908925;520.289272800321;155.133545419175
"Linkes Seeufer";100.177725118483;107.39976860003;110.363347036202;253.053206934836;441.725978647687;145.606775093831
"Rechtes Seeufer";93.1178729012664;104.364217982406;106.20685346578;270.741671904463;468.52605074569;149.856824689787
"Oberes Glattal";93.3143898777611;99.3029513337147;103.300610651619;252.564318143602;422.667501565435;133.912832046684
"Oberland";115.831624182049;121.650046743534;133.271202236719;304.311649016641;464.013916068711;164.734649520015
"Total";109.983418051604;97.6642030400223;109.987338253914;266.344645950243;452.628670120898;142.090066933976
