"Spitalname";"2015";"2016";"2017";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";33.8325892857143;34.5846318036286;33.3582399335824;-3.54606021833529
"Integrierte Psychiatrie Winterthur - ZU";27.8589352322821;25.1329753632344;26.8079220370953;6.66433897958247
"Clienia Privatklinik Schlössli";33.8830715532286;29.0487523992322;30.4045419553503;4.667290138608
"Sanatorium Kilchberg";28.9129353233831;29.0468372766779;27.0088691796009;-7.01614457252239
"Psychiatriestützpunkt Spital Affoltern";35.6619718309859;38.2676767676768;42.1435643564356;10.128358751145
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";31.572086403215;30.2557956777996;30.2133445687146;-0.140307363049075
"Kinder- und Jugendpsychiatrischer Dienst";79.7919075144509;;;
"Modellstation SOMOSA";114.775510204082;189.459459459459;155.777777777778;-17.7777777777778
"Kispi Zürich - Psychosomatik und Psychiatrie";81.6140350877193;79.593220338983;80.7857142857143;1.4982355804332
"KSW - Sozialpädiatrisches Zentrum";91.72;71.4347826086957;98.75;38.2379793061473
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";86.7532894736842;112.176470588235;108.098214285714;-3.63557195295526
"Forel Klinik";68.9430894308943;64.734962406015;66.8816029143898;3.31604503747314
"Suchtbehandlung Frankental";26.4328358208955;24.8101265822785;22.5329341317365;-9.17847977514359
"USZ - Zentrum für Essstörungen";112.078947368421;84.0217391304348;74.2884615384615;-11.5842372375361
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";62.8328313253012;57.3695652173913;57.7395833333333;0.644972843248715
"Privatklinik Hohenegg";48.3739837398374;46.5808966861598;48.25;3.58323568798125
"Total Kanton Zürich";34.9888839152492;32.9577804583836;32.9070943605376;-0.153790993025082
"Clienia Privatklinik Littenheid";42.3700054734538;42.4600622406639;;0.212548396451284
"Spitäler Schaffhausen";37.4417077175698;33.6718027734977;;-10.0687312996224
"Klinik Meissenberg";59.3908045977011;52.1095334685598;;-12.2599300993864
"Klinik Sonnenhof";68.7365591397849;75.1695906432749;;9.35896644230836
