"Wohnregion";"0 bis 19";"20 bis 39";"40 bis 64";"65 bis 79";"80 u. mehr";"Total"
"Zürich";110.751221729742;78.6242137884243;96.5868644861564;262.723302897975;444.746670997077;127.924248431943
"Winterthur";99.0441067378818;88.8191934790569;98.391198167124;239.390123540823;386.787519609552;128.273604036667
"Unterland";87.4130362231407;84.134891741713;94.219014654982;228.734439834025;389.031595170819;118.519688355443
"Limmattal";99.6938990922525;98.0673304117778;108.705542743289;266.83822876919;443.120260021669;138.78098231309
"Linkes Seeufer";80.4537521815009;89.1084193804607;96.2490231831206;242.336130265016;436.593452134273;131.411275600937
"Rechtes Seeufer";82.5924061958284;89.8090586145648;93.2162472086426;244.411673393356;405.611791866454;132.686860380117
"Oberes Glattal";88.9056761051343;90.5456111213631;97.2931144808702;248.847550279444;410.006568863587;128.783123942853
"Oberland";97.670380552742;105.240732850447;118.962803413139;273.016546457361;401.970641463905;146.351518482891
"Total";97.640546674722;86.7264425486936;99.3552245014689;251.850401824213;419.96795331084;129.872072051166
