"Region";"Anzahl Betten";"Einwohner";"Betten pro 1000 Einwohner"
"Zürich";2412.33150684931;488582;4.93741379512408
"Winterthur";357.849315068493;232172;1.54131124799068
"Unterland";164.030136986301;191871;0.85489801474064
"Limmattal";237.802739726027;183105;1.29872335395553
"Linkes Seeufer";197.186301369863;85658;2.30201850813541
"Rechtes Seeufer";125.761643835616;87981;1.42941821342809
"Oberes Glattal";159;189980;0.836930203179282
"Oberland";135;102996;1.31073051380636
"Total";3788.96164383562;1562345;2.42517602951692
